Year level,Strand,Content code,Content description,Elaboration,Linked Achievement IDs,descriptor_type
Year 4,Statistics,AC9M4ST02,"analyse the effectiveness of different displays or visualisations in illustrating and comparing data distributions, then discuss the shape of distributions and the variation in the data","comparing different student generated diagrams, tables and graphs, describing their similarities and differences and commenting on the usefulness of each representation for interpreting the data",Y4-AS-08,knowledge
Year 4,Statistics,AC9M4ST03,"conduct statistical investigations, collecting data through survey responses and other methods; record and display data using digital tools; interpret the data and communicate the results","creating a survey to collect class responses to a preferred movie choice, and recording data responses using spreadsheets; graphing data using a column graph or other appropriate representations and interpreting the results of the survey reporting findings back to the class",Y4-AS-17,knowledge
Year 4,Statistics,AC9M4ST03,"conduct statistical investigations, collecting data through survey responses and other methods; record and display data using digital tools; interpret the data and communicate the results","conducting a statistical investigation and acquiring data from different online sources; for example, using online query interfaces to select and retrieve data from an online database such as weather records, Google Trends or the World Health Organization",Y4-AS-17,knowledge
Year 4,Statistics,AC9M4ST03,"conduct statistical investigations, collecting data through survey responses and other methods; record and display data using digital tools; interpret the data and communicate the results","investigating different contexts in which statistical investigations can take place and the types of questions to ask to collect data relevant to the context; for example, investigating supermarket customer complaints that breakfast cereals with the most sugar are positioned at children’s eye level, discussing what questions they would need to ask and answer",Y4-AS-17,knowledge
Year 4,Statistics,AC9M4ST03,"conduct statistical investigations, collecting data through survey responses and other methods; record and display data using digital tools; interpret the data and communicate the results",using lists of events familiar to students and ordering them from “least likely” to “most likely” to occur; considering and discussing why the order of some events might be different for different students,Y4-AS-17,knowledge
Year 4,Probability,AC9M4P01,their likelihood of occurring; identify independent or dependent events,"predicting the outcome of a coin toss after 5 heads have been flipped in a row, discussing the assertion that because so many heads came up, it is more likely that a tail rather than a head will come up next; discussing with reasons why the assumption is correct or incorrect",Y4-AS-12,knowledge
Year 4,Probability,AC9M4P01,their likelihood of occurring; identify independent or dependent events,"predicting how likely , from least likely to most likely, of selecting a red ball from a bag containing 10 red balls and 5 white balls, a bag containing 20 of each, or one that has 25 red balls and 20 white balls, justifying their decision",Y4-AS-12,knowledge
Year 4,Probability,AC9M4P01,their likelihood of occurring; identify independent or dependent events,"identifying school activities where the chance of them taking place is affected by the chance of other events occurring; for example, given that there is a high chance of a storm on Friday, there is only a small chance that the coastal dune planting project will go ahead",Y4-AS-12,knowledge
Year 4,Probability,AC9M4P01,their likelihood of occurring; identify independent or dependent events,"listing the outcomes of everyday chance situations and identifying where one cannot happen if the other happens; for example, discussing that it cannot be hot and cold at the same time; selecting a card from a deck and discussing if it is red it cannot be a spade or a club",Y4-AS-12,knowledge
Year 4,Probability,AC9M4P01,their likelihood of occurring; identify independent or dependent events,identifying different dependent events where the chance of one outcome occurring will be affected by the occurrence of other outcomes and different independent events where the chance of one outcome occurring will not be affected by the occurrence of other outcome(s),Y4-AS-12,knowledge
Year 4,Probability,AC9M4P02,conduct repeated chance experiments to observe relationships between outcomes; identify and describe the variation in results,playing games such as Noughts and Crosses or First to 20 and deciding if it makes a difference who goes first and whether you can use a particular strategy to increase your chances of winning,Y4-AS-04,knowledge
