Year level,Strand,Sub-strand,Content code,Content description,Elaboration,Tags,Linked Achievement IDs
Year 3,Language,Language for interacting with others,AC9E3LA01,"understand that cooperation with others depends on shared understanding of social conventions, including turn-taking language, which vary according to the degree of formality","understanding some First Nations Australian cultural protocols, cultural practices, specific roles, and ways of interacting and speaking",Comprehension,"Year3-AS-9767, Year4-AS-9767"
Year 3,Language,Language for interacting with others,AC9E3LA02,"understand how the language of evaluation and emotion, such as modal verbs, can be varied to be more or less forceful","exploring how modal verbs; for example, “must”, “might” and “could”, indicate degrees of probability or obligation",Grammar,"Year3-AS-4477, Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for interacting with others,AC9E3LA02,"understand how the language of evaluation and emotion, such as modal verbs, can be varied to be more or less forceful","recognising how choice of adverbs, nouns and verbs present different evaluations of characters in texts","Grammar, Text structure","Year3-AS-4477, Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for interacting with others,AC9E3LA02,"understand how the language of evaluation and emotion, such as modal verbs, can be varied to be more or less forceful","exploring examples of language that demonstrate a range of emotions and positions, and building a vocabulary to express judgements about characters or events; for example, “the wizard was cunning, expert, inventive”",Other,"Year3-AS-4477, Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA03,describe how texts across the curriculum use different language features and structures relevant to their purpose,"identifying the stages of a basic argument such as introduction, argument one, argument 2 and conclusion",Other,"Year3-AS-3926, Year3-AS-4477, Year3-AS-4698, Year3-AS-77, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA03,describe how texts across the curriculum use different language features and structures relevant to their purpose,"describing the typical text structure and language features of factual recounts, autobiographies, information reports, narratives, personal responses to literary texts (with reasons), sequential explanations, verse poetry and simple arguments, and describe their purposes",Text structure,"Year3-AS-3926, Year3-AS-4477, Year3-AS-4698, Year3-AS-77, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA04,"understand that paragraphs are a key organisational feature of the stages of written texts, grouping related information together","recognising that longer informative texts are organised into paragraphs, which begin with a topic sentence that predicts how the paragraph will develop and is then elaborated on in various ways","Grammar, Comprehension, Text structure","Year3-AS-3926, Year3-AS-4698, Year3-AS-77, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA04,"understand that paragraphs are a key organisational feature of the stages of written texts, grouping related information together",recognising that paragraphs in narrative texts vary in length and do not always follow a predictable structure,"Comprehension, Text structure","Year3-AS-3926, Year3-AS-4698, Year3-AS-77, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA04,"understand that paragraphs are a key organisational feature of the stages of written texts, grouping related information together",examining models of well-constructed paragraphs and identifying their features,Text structure,"Year3-AS-3926, Year3-AS-4698, Year3-AS-77, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA05,identify the purpose of layout features in print and digital texts and the words used for navigation,examining the words used as hyperlinks,Other,"Year3-AS-3926, Year3-AS-4698, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA05,identify the purpose of layout features in print and digital texts and the words used for navigation,discussing words used as headings and subheadings in digital and print information texts,Text structure,"Year3-AS-3926, Year3-AS-4698, Year3-AS-994"
Year 3,Language,Text structure and organisation,AC9E3LA05,identify the purpose of layout features in print and digital texts and the words used for navigation,discussing words used for chapter headings in narratives,Other,"Year3-AS-3926, Year3-AS-4698, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA06,understand that a clause is a unit of grammar usually containing a subject and a verb that need to agree,"identifying clauses in texts by locating verbs and the key words that link to the verbs; for example, “While the cat slept, the mouse scurried across the path.”","Grammar, Text structure","Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA06,understand that a clause is a unit of grammar usually containing a subject and a verb that need to agree,"identifying that a singular subject has a singular verb and a plural subject has a plural verb; for example, “The girls play cricket.” “The girl plays cricket.”",Grammar,"Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA07,"understand how verbs represent different processes for doing, feeling, thinking, saying and relating",exploring “doing” and “saying” verbs in narrative texts to understand how they give information about what characters do and say,"Grammar, Comprehension, Text structure","Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA07,"understand how verbs represent different processes for doing, feeling, thinking, saying and relating","exploring the use of sensing verbs and how they allow readers to understand what characters think and feel; for example, “He remembered his first day at school.”","Grammar, Comprehension","Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA07,"understand how verbs represent different processes for doing, feeling, thinking, saying and relating","exploring the use of relating verbs in constructing definitions and descriptions; for example, identifying the relating verb “is” or “are”, “has” or “have” in descriptions of animals",Grammar,"Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA07,"understand how verbs represent different processes for doing, feeling, thinking, saying and relating",identifying different types of verbs and the way they control meaning in a clause,Grammar,"Year3-AS-5312, Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA08,understand that verbs are anchored in time through tense,"learning how time is represented through the tense of a verb; for example, “She arrived.” “She is arriving.” and adverbials of time; for example, “She arrived yesterday.” “She is arriving in the morning.”",Grammar,"Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA08,understand that verbs are anchored in time through tense,"learning that tenses for some verbs are formed by changing the word; for example, “She catches the ball.” “She caught the ball.”",Grammar,"Year3-AS-7796, Year3-AS-994"
Year 3,Language,Language for expressing and developing ideas,AC9E3LA09,identify how images extend the meaning of a text,"recognising how the relationship between characters can be depicted in images through the positioning of the characters; for example, facing each other or facing away from each other, the distance between them, the relative size, one character looking up (or down) at the other (power relationships), facial expressions and body gestures",Other,"Year3-AS-3926, Year3-AS-4477, Year3-AS-6612, Year3-AS-7034, Year3-AS-7796, Year3-AS-994"
